,cnpj,razao_social,nome_fantasia,data_situacao_cadastral,data_inicio_atividade,cnae_fiscal,descricao_tipo_logradouro,logradouro,numero,bairro,municipio,cep,uf,correio_eletronico,qualificacao_responsavel,capital_social_empresa,porte_empresa,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,jusbrasil,inidonea,numero_cnae,score,lat,lon
82,9373580000137,SUPERCOP ZONA SUL EIRELI,,2005-04-30,1985-08-13,4712100,AVENIDA,AYRTON SENNA,1404,NOVA PARNAMIRIM,PARNAMIRIM,59151600,RN,zonasul_setorcontabil@yahoo.com.br,65,100000,5,0,,,N,,,0,0,3,0.0,-5.885622499999999,-35.1999616
83,9373580000218,SUPERCOP ZONA SUL EIRELI,,2005-04-30,1993-05-10,4712100,RUA,GOV. DINARTE MARIZ,1411,CENTRO,MACAIBA,59280000,RN,,65,0,5,0,,,,,,0,0,0,0.0,-5.8541181,-35.3582648
84,10944608000128,M & W COMPLEXO DESPORTIVO LTDA,W & M FITNESS,2016-06-10,2009-07-02,9313100,AVENIDA,SENADOR SALGADO FILHO,3010,CANDELARIA,NATAL,59066800,RN,ana.rolin@terra.com.br,49,60000,3,5,2009-07-02,,N,,,0,0,0,0.0,-5.8472707,-35.2092111
85,11351782000120,CAIXA ESCOLAR DA CRECHE MUNICIPAL DE PAU BRASIL,CAIXA ESCOLAR DA CRECHE MUNICIPAL DE PAU BRASIL,2019-02-21,2009-10-26,8550301,RUA,MANGABEIRAS,SN,PAU BRASIL,SAO JOSE DE MIPIBU,59162000,RN,eteconp@ig.com.br,16,0,5,0,,,N,,,0,0,1,0.0,-6.0491717,-35.2588649
86,11683037000188,SUPERCOP LOGISTICA LTDA,,2015-10-22,2010-02-02,5211799,RUA,DOS POTIGUARES,2538,LAGOA NOVA,NATAL,59064280,RN,andrea@consultoriaprime.com.br,49,50000,5,0,,,N,,,0,0,4,0.0,-5.8277093,-35.2269098
87,12605876000140,ESTATUTO DO CAIXA ESCOLAR DO C.E.M.E.I - CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA URACINDA DE MEDEIROS BARBOSA,C. E.M.E.I,2019-01-05,2010-09-15,8550301,AVENIDA,SENADOR JOAO CAMARA,610,CENTRO,SAO JOSE DE MIPIBU,59162000,RN,tuliobfreire@hotmail.com,16,0,5,0,,,N,,,0,0,2,0.0,-6.063777,-35.2535481
88,12689295000134,FLOR E OLIVEIRA LTDA,,2000-12-09,1987-07-24,4731800,AVENIDA,EUSTAQUIO ALVES DE FARIAS,75,FERREIRO TORTO,MACAIBA,59280000,RN,SACMACAIBA@POSTOAMIGO.COM,49,0,1,0,,,N,,,8,0,7,5.0,-5.778889599999999,-35.3285685
89,12689295000215,FLOR E OLIVEIRA LTDA,,2000-07-22,1997-02-14,4731800,AVENIDA,GOV. TARCISIO DE VASCONCELOS MAIA,1450,CANDELARIA,NATAL,59065780,RN,CONTASAPAGAR@POSTOAMIGO.COM,49,0,1,0,,,,,,3,0,7,3.3333333333333304,-5.8375146,-35.226999
90,12689295000304,FLOR E OLIVEIRA LTDA,,2002-09-06,2002-09-06,4731800,AVENIDA,ANTONIO ALVES PESSOA,1945,CENTRO,BREJINHO,59219000,RN,postointregracao@digi.com.br,49,0,1,0,,,,,,0,0,5,1.6666666666666698,-6.1934648,-35.3603045
91,12689295000487,FLOR E OLIVEIRA LTDA,,2007-10-10,2007-10-10,4731800,AVENIDA,SENADOR SALGADO FILHO,2840,LAGOA NOVA,NATAL,59076000,RN,CONTASAPAGAR@POSTOAMIGO.COM,49,0,1,0,,,,,,0,0,8,2.6666666666666696,-5.8199614,-35.2077762
92,12689295000568,FLOR E OLIVEIRA LTDA,POSTO SANTA CLARA,2011-09-23,2011-09-23,4731800,RUA,GENEZIO TOMAZ,1220,CENTRO,LAGOA SALGADA,59247000,RN,relacionamento@aziendaltda.com.br,49,0,1,0,,,,,,1,0,5,2.0,-6.1217065,-35.4670719
93,12689295000649,FLOR E OLIVEIRA LTDA,POSTO AMIGO,2013-11-28,2013-11-28,4731800,RODOVIA,RN 317 SITIO OLARIA,12,BREJINHO,BREJINHO,59219000,RN,POSTOAMIGO@POSTOAMIGO.COM,49,0,1,0,,,,,,0,0,6,2.0,-6.1855395,-35.3522297
94,12689295000720,FLOR E OLIVEIRA LTDA,POSTO SAO CRISTOVAO,2014-07-09,2014-07-09,4731800,RUA,DR PEDRO MATOS,646,AUTA DE SOUZA,MACAIBA,59280000,RN,postosaocristovao@hotmail.com,49,0,1,0,,,,,,0,0,5,1.6666666666666698,-5.8580625,-35.3407553
95,12709383000150,CAIXA ESCOLAR DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROF MARIO ALEXANDRE DO MONTE,,2019-02-21,2010-10-13,8550301,AVENIDA,MOIZANIEL DE CARVALHO,SN,CENTRO,SAO JOSE DE MIPIBU,59162000,RN,tuliobfreire@hotmail.com,16,0,5,0,,,N,,,0,0,2,0.0,-6.0664926,-35.2467887
96,12778951000175,CAIXA ESCOLAR DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA TEREZINHA ALVE FERREIRA,,2019-02-21,2010-10-22,8550301,RUA,VEREDAS DO PIUM,SN,BAIRRO NOVO,SAO JOSE DE MIPIBU,59162000,RN,tuliobfreire@hotmail.com,16,0,5,0,,,N,,,0,0,2,0.0,-6.0583829,-35.2285836
97,13973076000145,CABO COMUNICACOES LTDA,,2018-06-05,2011-07-06,6141800,AVENIDA,ANTONIO BASILIO,3006,LAGOA NOVA,NATAL,59056400,RN,thiago_wanderley@hotmail.com,49,200000,5,0,,,N,,,0,0,2,0.0,-5.8129032,-35.2126441
98,14100428000110,CELTIME TELEFONIA E INFORMATICA LTDA,DJ LANCHES,2011-08-11,2011-08-11,5611203,RUA,DOM FRANCISCO DE ALMEIDA,14A,PITIMBU,NATAL,59069360,RN,janeidebezerril2010@hotmail.com,49,10000,1,5,2011-08-11,,S,,,0,0,5,1.6666666666666698,-5.8464709,-35.24391749999999
99,14104393000198,ALPHA SERVICOS E CONSTRUCOES LTDA,ALFHA SERVICOS E CONSTRUCOES,2011-08-10,2011-08-10,4120400,ESTRADA,RN 313,82,CAJUPIRANGA,PARNAMIRIM,59156400,RN,ALPHA.SERCONS@GMAIL.COM,49,1600000,1,5,2019-01-01,,N,,,0,0,21,7.0,-5.9416051,-35.2510818
100,16693177000150,MARCELO TAVARES AFONSO FONSECA EIRELI,M&M DISTRIBUIDORA,2012-08-14,2012-08-14,4729699,ESTRADA,ET LAGOA DO BONFIM,100,ZONA RURAL,NISIA FLORESTA,59164000,RN,MMSERVICOSEIRELLI@GMAIL.COM,65,93700,1,5,2018-01-01,,N,,,2,0,12,4.66666666666667,-6.0515361,-35.2011079
101,16693177000231,MARCELO TAVARES AFONSO FONSECA EIRELI,,2018-03-19,2018-03-19,4729699,RUA,TEREZA BEZERRA SALUSTINO,143,LAGOA NOVA,NATAL,59075225,RN,FINANCEIRO@SUPRINOR.COM.BR,65,0,1,5,2018-01-01,,,,,0,0,12,4.0,-5.8240902,-35.2040716
102,16900130000110,CIDADE JARDIM URBANISMO LTDA,,2012-08-28,2012-08-28,4110700,AVENIDA,PRUDENTE DE MORAIS,744,TIROL,NATAL,59020510,RN,CONTATO@PAXURBANISMO.COM.BR,5,100000,5,0,,,N,,,0,0,3,0.0,-5.7939395,-35.2035166
103,17384498000136,WESTFORT SEGURANCA PRIVADA LTDA,WESTFORT SEGURANCA PRIVADA,2018-11-07,2013-01-07,8011101,RUA,FORTE DOS REIS MAGOS,1315,NOSSA SENHORA DE NAZARE,NATAL,59062150,RN,DIRETORIA@PILARESCONTABILIDADE.COM.BR,49,150000,1,0,,,N,,,0,0,0,0.0,-5.8196752,-35.22672360000001
104,17579060000103,MRE TELECOM TELECOMUNICAÇÕES EIRELI,MRE TELECOM,2013-02-08,2013-02-08,7490104,RUA,LEONEL LEITE,1377,ALECRIM,NATAL,59037820,RN,TIMCJRN@GMAIL.COM,65,100000,1,5,2013-02-08,,N,,,1,0,3,0.33333333333333304,-5.7966221,-35.2191616
105,17579060000294,MRE TELECOM TELECOMUNICAÇÕES EIRELI,MRE TELECOM,2017-04-12,2015-04-17,7490104,AVENIDA,SENADOR SALGADO FILHO,2233,LAGOA NOVA,NATAL,59076000,RN,TIMCJRN@GMAIL.COM,65,0,1,5,2013-02-08,,,,,0,0,3,0.0,-5.8199614,-35.2077762
106,17579060000375,MRE TELECOM TELECOMUNICAÇÕES EIRELI,MRE TELECOM,2017-04-12,2015-08-12,7490104,RUA,LEONEL LEITE,1377,ALECRIM,NATAL,59037820,RN,TIMCJRN@GMAIL.COM,65,0,1,5,2013-02-08,,,,,0,0,3,0.0,-5.7966221,-35.2191616
107,17772184000100,C E M GOMES SERVICOS E EMPREENDIMENTOS LTDA,GOMESTUR,2013-03-01,2013-03-01,4924800,RUA,JOAO CRISTIANO DE LIMA,160,LINDA FLOR,ASSU,59650000,RN,ALMEIDACONTABILIDA@ASSUNET.COM.BR,49,500000,1,5,2013-03-01,,N,,,0,0,27,9.0,-5.483333,-36.9
108,18358076000159,CAIXA ESCOLAR DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL ALMERINDA FERREIRA GOMES DE PAIVA,CEMEI ALMERINDA FERREIRA GOMES DE PAIVA,2019-03-21,2013-06-11,8550301,RUA,VICE PREFEITO MANOEL GOMES DE LIMA,3000,ZONA RURAL,SAO JOSE DE MIPIBU,59162000,RN,tuliobfreire@hotmail.com,16,0,5,0,,,N,,,0,0,0,0.0,-6.0090718,-35.3581613
109,18695347000161,BRENA VIEIRA LIRA CAVALCANTE EIRELI,BRENA VIEIRA EIRELI,2013-08-05,2013-08-05,4711302,RUA,HILARIO SILVA,08,ABOLICAO I,MOSSORO,59611240,RN,BV.LICITACOES@GMAIL.COM,65,100000,3,0,,,N,,,8,0,24,10.6666666666667,-5.1761948,-37.3513496
110,22664168000134,HARAS G.G LTDA,,2015-06-16,2015-06-16,151201,RUA,PAPAGAIO,S/N,ZONA RURAL,VERA CRUZ,59184000,RN,ZONASUL_SETORCONTABIL@YAHOO.COM.BR,49,5000,1,5,2015-06-16,,N,,,0,0,10,3.3333333333333304,-6.0251493,-35.46723679999999
111,23656145000140,ULISSIA KARLENY DA CUNHA EIRELI,CUNHA INCORPORACOES,2015-11-12,2015-11-12,4120400,RUA,AMAZONAS,805,LOT GUARARAPES,CEARA-MIRIM,59570000,RN,KSTRANSPORTES_ME@HOTMAIL.COM,65,93700,1,0,,,N,,,0,0,6,2.0,-5.6573423,-35.4230829
112,23750879000194,NATAL PERSONAL CAR CONSULTORIA AUTOMOTIVA LTDA,NATAL PERSONAL CAR,2015-11-27,2015-11-27,4530703,AVENIDA,ABEL CABRAL,2530,NOVA PARNAMIRIM,PARNAMIRIM,59151250,RN,NATALPERSONALCARNATAL@GMAIL.COM,49,60000,1,5,2015-11-27,,N,,,0,0,9,3.0,-5.878256299999999,-35.2095051
113,24415659000177,MS LOCACOES E SERVICOS LTDA,MS LOCACOES E SERVICOS,2016-03-18,2016-03-18,4924800,RUA,JOAO XAVIER PEREIRA SOBRAL,433,PLANALTO,CEARA-MIRIM,59570000,RN,MSTRANSPORTES.EPP@GMAIL.COM,49,100000,3,5,2017-01-01,,N,,,0,0,21,7.0,-5.650983399999999,-35.4217803
114,24961936000147,SPE CONDOMINIO GARAGEM AGUAS DE TABATINGA LTDA,,2016-06-08,2016-06-08,4110700,AVENIDA,MONSENHOR ANTONIO BARROS,S/N,PRAIA DE CAMURUPIM,NISIA FLORESTA,59164000,RN,RODRIGORENOLDE@HOTMAIL.COM,49,550000,5,0,,,N,,,0,0,0,0.0,-6.076832899999999,-35.1008385
115,25390171000103,COAP-RN COOPERATIVA DE PRODUCAO DOS ASSENTAMENTOS,COAP-RN,2019-04-15,2016-08-04,4712100,RUA,JOAO XAVIER PEREIRA SOBRAL,1086,PACIFICA,CEARA-MIRIM,59570000,RN,ELENILDEANGELA21@GMAIL.COM,16,1450,5,0,,,N,,,0,0,22,7.33333333333333,-5.650983399999999,-35.4217803
116,31582699000179,CAIXA ESCOLAR DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL PEDRO VITORINO DE MELO,CMEI PEDRO VITORINO DE MELO,2018-07-16,2018-07-16,8550301,RUA,PRINCIPAL,295,LARANJEIRAS DO ABDIAS,SAO JOSE DE MIPIBU,59162000,RN,ANAAMSF@GMAIL.COM,16,0,5,0,,,N,,,0,0,2,0.0,-6.1609057,-35.3130388
117,32150561000163,E D T ACADEMY SOCCER SPE LTDA,PSG ACADEMY NATAL,2018-11-30,2018-11-30,8591100,ALAMEDA,DOS BOSQUES,680,PARQUE DO JIQUI,PARNAMIRIM,59153155,RN,DIRETORIA@PILARESCONTABILIDADE.COM.BR,49,200000,1,5,2018-11-30,,N,,,0,0,4,0.0,-5.9048193,-35.1963049
118,32231434000199,ARENA SOCCER CHAMPIONS LTDA,,2018-12-11,2018-12-11,9311500,ALAMEDA,DOS BOSQUES,680,PARQUE DO JIQUI,PARNAMIRIM,59153155,RN,FISCAL@PILARESCONTABILIDADE.COM.BR,49,100000,1,0,,,N,,,0,0,4,0.0,-5.9048193,-35.1963049
119,40997595000116,ASSOCIACAO DE APOIO DO PROJETO SANTA AGUEDA 2 IRRIGADO,APSA,2007-03-29,1993-07-01,9430800,RUA,CENTRAL,18,SANTA AGUEDA,CEARA-MIRIM,59570000,RN,SANTAAGUEDA2@GMAIL.COM,16,0,5,0,,,N,,,0,0,1,0.0,-5.6332258,-35.4253703
